id,local_id,session_id,id_ayam,berat,created_at
0dfe2090-be70-409c-b5bb-70dbf47b87ce,304,3e7a01fd-383d-496d-b2d2-73e2d499f25a,89,1310,2026-05-02 07:07:48.39+00
0e973c5c-f076-4c75-9a47-2c8f65c23619,254,3e7a01fd-383d-496d-b2d2-73e2d499f25a,39,1375,2026-05-02 06:54:01.555+00
0ebb22cf-4e93-46f4-978a-5aae61fbf257,442,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,35,1340,2026-05-10 06:55:21.297+00
0ef16fe5-2e84-443a-8339-0904551c0a31,226,3e7a01fd-383d-496d-b2d2-73e2d499f25a,11,1370,2026-05-02 06:46:54.743+00
0f7ef524-5216-4104-bc30-0ea7f381a687,557,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,150,1515,2026-05-10 07:20:04.129+00
0fd07d9a-3a97-4fe1-83c4-c7197e5c1d8c,485,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,78,1500,2026-05-10 07:04:59.988+00
0fd15239-45af-470a-bed0-dca62197c90d,272,3e7a01fd-383d-496d-b2d2-73e2d499f25a,57,1470,2026-05-02 06:58:16.194+00
1125b9a3-f049-4be4-86bb-b0889d98f7a9,259,3e7a01fd-383d-496d-b2d2-73e2d499f25a,44,1345,2026-05-02 06:54:52.383+00
11b8aa57-de69-4e38-8ea5-8ab57636ef47,213,1d5f21f0-4306-46e8-ace6-161e4a180c40,190,1480,2026-04-27 07:27:47.859+00
127f7b8a-2391-4e00-a038-2d5698713e0d,309,3e7a01fd-383d-496d-b2d2-73e2d499f25a,94,1480,2026-05-02 07:08:54.102+00
1351b9ec-35cd-4bb7-9d5e-baf43d850dc3,518,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,111,1465,2026-05-10 07:12:27.007+00
13568aa9-31ce-49c6-8980-78d88330de60,498,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,91,1305,2026-05-10 07:08:10.531+00
1458c440-21b8-4931-abca-8569fed44384,55,1d5f21f0-4306-46e8-ace6-161e4a180c40,32,1310,2026-04-27 06:56:27.877+00
14764049-2465-4e3d-b404-91d6085fa993,467,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,60,1365,2026-05-10 07:01:46.632+00
14f268c5-186a-4eb0-b3cd-443e566a3b05,552,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,145,1430,2026-05-10 07:19:19.123+00
16279816-1c03-4b93-a6cf-834011ec7d8f,237,3e7a01fd-383d-496d-b2d2-73e2d499f25a,22,1390,2026-05-02 06:50:27.141+00
178ff3c8-e837-4857-99dc-3295a779055b,596,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,189,1480,2026-05-10 07:26:58.809+00
17a10b6a-cb87-4dfc-8f73-2ba1dae7605a,173,1d5f21f0-4306-46e8-ace6-161e4a180c40,150,1455,2026-04-27 07:18:46.571+00
17e2ec0a-8f37-4939-9b1e-0acb70b1bc6e,342,3e7a01fd-383d-496d-b2d2-73e2d499f25a,127,1425,2026-05-02 07:16:25.828+00
17f256f1-2c51-41b4-a52d-ef094f8a1e95,492,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,85,1350,2026-05-10 07:07:10.327+00
1849ca5d-5935-4c32-9a62-79154d4816f6,555,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,148,1415,2026-05-10 07:19:43.473+00
1933b0f0-b1b6-40d3-86a1-16c802bf4164,587,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,180,1490,2026-05-10 07:25:21.528+00
1a0c0a1a-a5b8-4d8f-a63d-55d8128b1b72,280,3e7a01fd-383d-496d-b2d2-73e2d499f25a,65,1470,2026-05-02 07:00:19.823+00
1ad061a8-92c9-4d56-86cd-1fdeb59b8ff8,252,3e7a01fd-383d-496d-b2d2-73e2d499f25a,37,1335,2026-05-02 06:53:43.905+00
1b553996-8dbb-4a1c-9cb0-0d2deca5591c,278,3e7a01fd-383d-496d-b2d2-73e2d499f25a,63,1420,2026-05-02 06:59:29.881+00
1ba432d4-d937-45bc-9159-a7db94146e2b,568,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,161,1355,2026-05-10 07:22:04.831+00
1c4abc84-2a9b-418d-a957-4b2ff82bb5cb,561,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,154,1405,2026-05-10 07:20:37.991+00
1c54bb61-2b42-4282-a02c-d20e39c292a2,403,3e7a01fd-383d-496d-b2d2-73e2d499f25a,188,1500,2026-05-02 07:30:39.099+00
1c5fe107-0bfa-4041-b097-9d1307fdc7a5,471,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,64,1545,2026-05-10 07:02:20.969+00
1ca9ddfa-54d0-4271-8472-0be9e2db8921,369,3e7a01fd-383d-496d-b2d2-73e2d499f25a,154,1485,2026-05-02 07:23:06.165+00
1cf55a07-2916-484c-8358-b9c63c0df241,176,1d5f21f0-4306-46e8-ace6-161e4a180c40,153,1350,2026-04-27 07:19:15.472+00
1d3274b8-f096-4d97-8c85-41ab8b2e7730,448,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,41,1290,2026-05-10 06:56:15.942+00
1d3331e5-ae7e-47e3-8122-be22635f875c,432,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,25,1415,2026-05-10 06:53:34.555+00
1d55715c-add9-4538-90d9-abc62e4f1fee,506,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,99,1435,2026-05-10 07:09:57.63+00
1df8e751-ce7a-462f-a1e8-fc7387fc1d80,154,1d5f21f0-4306-46e8-ace6-161e4a180c40,131,1335,2026-04-27 07:15:35.901+00
1df9c995-a623-43aa-a711-622e2958bdaf,567,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,160,1630,2026-05-10 07:21:30.484+00
1e66d489-7549-40d7-9e49-0c211a7c589e,550,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,143,1575,2026-05-10 07:18:36.615+00
1e745d89-18ec-44f9-8ce1-a1c69ad650eb,493,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,86,1415,2026-05-10 07:07:19.04+00
1ee4b0b5-90ec-494c-805a-8413146edc5a,246,3e7a01fd-383d-496d-b2d2-73e2d499f25a,31,1630,2026-05-02 06:52:16.641+00
20fbea52-93ab-4225-95d7-b00485f5233a,429,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,22,1375,2026-05-10 06:53:05.624+00
2163133c-a363-40ac-ac32-45413caf8c5d,161,1d5f21f0-4306-46e8-ace6-161e4a180c40,138,1325,2026-04-27 07:16:34.203+00
217eef3e-4f11-4567-b119-3277326f587d,83,1d5f21f0-4306-46e8-ace6-161e4a180c40,60,1365,2026-04-27 07:01:33.895+00
220e87a6-e0c2-482d-9f50-d4e476db5da4,494,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,87,1505,2026-05-10 07:07:27.222+00
220fc271-a045-4a0d-873e-54e8b8362d96,566,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,159,1485,2026-05-10 07:21:23.023+00
221a2798-bc25-4985-8e37-5f628abe8fd3,255,3e7a01fd-383d-496d-b2d2-73e2d499f25a,40,1400,2026-05-02 06:54:06.472+00
2269af90-1ff2-4a74-a0ff-bb5c0e1ace0a,569,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,162,1495,2026-05-10 07:22:13.236+00
22b05ddc-953a-4803-9c72-0786f3a7ba74,473,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,66,1455,2026-05-10 07:03:07.996+00
2325980c-ab13-4e92-a72f-abb3e112f8f5,169,1d5f21f0-4306-46e8-ace6-161e4a180c40,146,1305,2026-04-27 07:18:11.497+00
23e12c26-f866-4520-aa3c-09ec08b83959,201,1d5f21f0-4306-46e8-ace6-161e4a180c40,178,1420,2026-04-27 07:25:58.464+00
2484ffc6-6e14-462a-b687-490ba2df8698,486,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,79,1470,2026-05-10 07:05:08.348+00
280f7c0b-8727-40ff-93da-1005adb25ed3,355,3e7a01fd-383d-496d-b2d2-73e2d499f25a,140,1520,2026-05-02 07:19:30.914+00
28567511-8462-404f-89ae-3785a24720a3,204,1d5f21f0-4306-46e8-ace6-161e4a180c40,181,1335,2026-04-27 07:26:27.802+00
297351e4-ce91-4bac-9deb-abbc19269c57,400,3e7a01fd-383d-496d-b2d2-73e2d499f25a,185,1320,2026-05-02 07:30:14.108+00
29ef3d8a-6b1a-4ed8-bd36-b094b9f444ff,35,1d5f21f0-4306-46e8-ace6-161e4a180c40,12,1310,2026-04-27 06:52:12.103+00
2aa23e6e-428f-4c93-bdb1-f1a8e1b98c40,447,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,40,1505,2026-05-10 06:56:08.031+00
2aeb07e5-3ea9-4953-98e0-d6792c59644a,324,3e7a01fd-383d-496d-b2d2-73e2d499f25a,109,1425,2026-05-02 07:12:26.973+00
2b37fd0f-37cb-4021-aeea-909189af7c4f,541,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,134,1500,2026-05-10 07:17:11.968+00
2ba624b7-4114-4df4-b96c-dbb24c1a0405,119,1d5f21f0-4306-46e8-ace6-161e4a180c40,96,1465,2026-04-27 07:08:28.198+00
2bc27fc6-df14-47d0-8a7c-3ed9c5784711,327,3e7a01fd-383d-496d-b2d2-73e2d499f25a,112,1425,2026-05-02 07:12:53.445+00
2c815f85-f085-4dc2-9c6a-263729d4300c,500,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,93,1465,2026-05-10 07:08:30.486+00
2d1e0c5f-50b2-4e82-af0a-13c34d6af186,464,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,57,1510,2026-05-10 07:01:18+00
2d869d44-2c94-4dbd-b78f-cffc076fdd7b,469,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,62,1325,2026-05-10 07:02:03.327+00
2e3fe8f4-d461-4cbc-bc83-35e543a6c426,289,3e7a01fd-383d-496d-b2d2-73e2d499f25a,74,1310,2026-05-02 07:03:18.31+00
2e60a3ab-19c4-422a-99c7-cb90e55d2958,94,1d5f21f0-4306-46e8-ace6-161e4a180c40,71,1355,2026-04-27 07:03:48.075+00
2e87a0a0-03f1-49e9-8ec0-71194dc98cff,218,3e7a01fd-383d-496d-b2d2-73e2d499f25a,3,1430,2026-05-02 06:44:09.682+00
2ed030e1-2ed1-4e93-aa9d-1466a8d6f62d,184,1d5f21f0-4306-46e8-ace6-161e4a180c40,161,1390,2026-04-27 07:22:33.885+00
2ee5dda0-7fa4-4065-9402-40ccd97dae55,480,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,73,1410,2026-05-10 07:04:13.414+00
306c9cfc-c909-433a-8df6-e3a1a85fc70b,433,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,26,1380,2026-05-10 06:53:43.657+00
316be175-1dba-41cd-84dd-951ad97935eb,306,3e7a01fd-383d-496d-b2d2-73e2d499f25a,91,1290,2026-05-02 07:08:07.602+00
31b083fb-7701-4f82-a301-f976fd56bb96,102,1d5f21f0-4306-46e8-ace6-161e4a180c40,79,1535,2026-04-27 07:04:59.964+00
321d323f-6c3b-460c-aa0c-1ab6207e5aff,238,3e7a01fd-383d-496d-b2d2-73e2d499f25a,23,1325,2026-05-02 06:50:39.804+00
32c30a9d-2bc6-4bc6-b8c9-c265a0971b1b,180,1d5f21f0-4306-46e8-ace6-161e4a180c40,157,1365,2026-04-27 07:19:52.281+00
