id,local_id,session_id,id_ayam,berat,created_at
b171eba5-76f2-4cde-a1a1-c136385c37be,353,3e7a01fd-383d-496d-b2d2-73e2d499f25a,138,1410,2026-05-02 07:19:10.515+00
b1948785-14e5-43dc-8aa0-9376053928e8,87,1d5f21f0-4306-46e8-ace6-161e4a180c40,64,1435,2026-04-27 07:02:05.81+00
b1ca5f0d-bf85-40f5-8bb2-cae6e39a0f50,118,1d5f21f0-4306-46e8-ace6-161e4a180c40,95,1365,2026-04-27 07:08:22.039+00
b1fc136d-118a-4924-9381-51a9711bb92a,416,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,9,1455,2026-05-10 06:50:51.606+00
b205acd3-426d-4356-a859-81491c46e9b7,95,1d5f21f0-4306-46e8-ace6-161e4a180c40,72,1205,2026-04-27 07:03:57.412+00
b2652e16-026e-4088-9c87-9d57c59bed53,544,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,137,1660,2026-05-10 07:17:38.782+00
b27b34f9-8be8-4f3a-b64c-f3269a5a0acf,143,1d5f21f0-4306-46e8-ace6-161e4a180c40,120,1355,2026-04-27 07:13:30.484+00
b2dada5f-321c-4b81-afcc-c1f8e7ed7855,192,1d5f21f0-4306-46e8-ace6-161e4a180c40,169,1265,2026-04-27 07:23:56.131+00
b3c73b47-4111-4f92-bda8-f5b1dccc3e63,123,1d5f21f0-4306-46e8-ace6-161e4a180c40,100,1430,2026-04-27 07:10:05.967+00
b468b0b0-9ced-4be5-bb86-a4874984fe61,241,3e7a01fd-383d-496d-b2d2-73e2d499f25a,26,1425,2026-05-02 06:51:16.348+00
b51ae031-489b-4c79-8480-29687ae76da9,499,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,92,1535,2026-05-10 07:08:22.867+00
b51c2225-e363-43d5-841c-7b2db38d2fd1,36,1d5f21f0-4306-46e8-ace6-161e4a180c40,13,1530,2026-04-27 06:52:26.004+00
b5410a96-2d63-4ce3-bd97-53b113f89c57,501,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,94,1450,2026-05-10 07:08:38.23+00
b5cf236b-53cd-4c3c-b04f-48550dc6ae0c,98,1d5f21f0-4306-46e8-ace6-161e4a180c40,75,1295,2026-04-27 07:04:25.385+00
b69959ee-8e39-4d1d-ba9c-78ac244dd1fb,352,3e7a01fd-383d-496d-b2d2-73e2d499f25a,137,1430,2026-05-02 07:18:49.87+00
b6eb73c2-c4f4-4569-9159-2f5341f50940,158,1d5f21f0-4306-46e8-ace6-161e4a180c40,135,1365,2026-04-27 07:16:07.138+00
b70fc652-3a68-4544-8f91-610e8f6e5424,134,1d5f21f0-4306-46e8-ace6-161e4a180c40,111,1355,2026-04-27 07:11:47.276+00
b741bd4d-aecc-4bfb-a39c-90cfa1b67c87,275,3e7a01fd-383d-496d-b2d2-73e2d499f25a,60,1295,2026-05-02 06:58:43.022+00
b76d09e2-02bb-4ccb-9a0e-c6c1c6e58992,430,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,23,1470,2026-05-10 06:53:13.368+00
b80f1173-6275-4d74-a124-26eb384497f4,532,d4aa3b25-0b91-4ff9-93a4-b565184a5c13,125,1505,2026-05-10 07:15:28.08+00
